X1,X2,X3,X4,X5,X6,X7,y
7.402440255,-8.796707091,-7.037287575,-5.696451668,5.238837702,-6.909174347,4.80869245,1
3.464890472,0.977911484,-0.457568248,-3.358766463,-9.138113494,-8.34376076,7.804446615,0
-7.053200763,-6.037224497,3.462434532,-7.741154875,0.670884578,5.771935378,6.040723223,2
8.86573141,-8.940578677,-6.587817958,-5.838830576,3.676107446,-5.258344024,4.744552455,1
7.02650007,-8.78700807,-4.715081668,-6.017149929,4.380764597,-4.422643865,3.237649269,1
-3.534748126,-6.466404074,3.45420967,-7.44487055,3.035505237,6.664261077,9.76581276,2
-6.543013934,-5.101719564,2.438920087,-7.912402409,3.593142811,5.49112237,6.26336217,2
-4.54821288,-6.986161748,3.134176987,-9.585595068,0.644321515,5.122344165,6.583237085,2
4.267527805,0.245042798,0.126433468,-1.247018766,-7.427904006,-12.90255626,6.612391401,0
-4.638492078,-5.121522596,4.054792083,-8.149403557,2.651992828,5.787108078,6.48645252,2
8.067551776,-7.62958406,-5.434794054,-7.192560729,2.421130851,-3.39301412,3.170508276,1
2.415896528,1.074871912,-1.711161028,-0.781748361,-8.992602784,-8.835632908,8.247595102,0
3.295059332,-0.735067731,-0.296130784,,-9.670154765,-7.534300635,6.916736086,0
-4.159817846,-6.22753206,2.29296786,-7.832118555,0.75997049,5.056708141,5.800145274,2
1.928814577,1.625094255,-2.021062829,0.161945731,-7.246928308,-8.849474747,7.968310765,0
8.511509784,-7.182482787,-4.657793315,-6.59254011,4.342755713,-3.017711485,0.479878138,1
-4.891150473,-6.535130327,2.844469662,-6.910868804,2.845323964,6.0737609,6.420919373,2
7.073339028,-7.317273191,-5.982723703,-7.646914805,2.800012179,-4.998803465,2.931955963,1
-4.201469387,-7.413922186,3.298993707,-9.639784924,3.826282426,5.658127379,6.662849021,2
4.053816796,1.124617783,-0.628540554,-1.801516211,-7.874245173,-10.26754038,9.205053485,0
-6.179299066,-3.996216785,1.556793297,-9.111922359,2.435934208,6.141190581,7.195430287,2
-7.041151699,-5.958918374,3.670904702,-7.67217061,3.978228785,6.84347518,8.434514498,2
-6.717520383,-5.320896732,1.502810126,-7.815523334,3.77307113,6.587604508,4.886522758,2
2.619240166,2.902153298,-0.633225805,-2.92962038,-6.010060492,-10.47297415,8.780538734,0
-5.997979935,-7.063090974,4.685600414,-6.904027482,2.440771446,6.727070055,4.981565363,2
5.173809409,-7.860070475,-6.173591246,-5.692948679,3.887619038,-4.931696052,2.694667453,1
3.747923799,1.279264442,-1.516954585,-1.947863946,-8.706999135,-8.509638808,7.816889908,0
7.264826898,-8.235571374,-6.253333492,-5.436142406,2.752511639,-4.155232518,3.587669703,1
-6.021205764,-6.730147112,4.632428695,-6.75942633,1.257547145,7.378594877,5.485274416,2
-5.432992686,-7.231517909,3.692556182,-8.015716009,1.306664743,4.568736142,6.233331823,2
7.35906224,-7.854606812,-5.369762088,-5.945022656,2.442245632,-3.768262017,4.107679652,1
-5.614969814,-5.336201632,2.938543141,-5.698557848,0.2612229,4.936799699,7.483011867,2
3.234749045,2.079781087,0.72616098,-1.711960688,-8.544796966,-7.102139863,8.329741006,0
1.914494326,0.042764065,-3.23476278,1.287951357,-10.92521222,-8.997600888,9.184638027,0
6.656297364,-8.261803271,-4.445240647,-6.024587566,5.951691027,-4.886151209,3.089695774,1
5.938475929,2.089018756,0.021511975,-2.120383783,-9.432155477,-9.031719475,8.569042051,0
2.413727607,2.763007114,-1.668998452,-2.27745417,-7.446301789,-9.420497499,7.869510296,0
1.861640001,3.14947129,0.626494679,-1.188388614,-9.894294776,-11.44311741,9.024875617,0
2.930650207,0.867215076,-0.647800286,-2.091103876,-6.041477534,-8.6409958,8.948976212,0
7.156254191,-12.58812553,-5.235203339,-7.2169887,4.295891891,-4.505355771,3.162775242,1
4.576676429,-7.87466793,-5.639437367,-5.567428232,1.510448194,-4.930811249,1.656916335,1
-4.424353402,-4.864630753,1.707039478,-9.100027132,2.56408784,5.808050831,7.387320474,2
-6.507018737,-6.451211383,3.338895033,-6.22367383,3.291512207,7.373594952,6.74859568,2
-4.126859438,-7.347847588,2.656234919,-8.264236838,3.616547324,6.539532494,3.954160916,2
-5.990388618,-7.738795053,5.282297137,-5.790808487,1.752690068,4.591712069,6.720893585,2
3.040880942,3.167184475,-2.517186222,-1.326079493,-8.611444472,-9.664457975,9.926249362,0
3.406286868,-0.083251832,-0.254610413,0.134575239,-9.221165572,-10.09329568,10.15638108,0
8.388147251,-8.37893104,-5.429246726,-5.587162967,4.623972504,-6.292961305,2.227611426,1
1.551587496,2.272643356,0.923688845,-1.148456731,-7.825635549,-8.880322654,8.74925925,0
-6.841510171,-6.623633345,3.544514027,-8.226905881,3.156112819,3.962184467,7.541796354,2
7.865411148,-7.795966528,-5.405259696,-7.859275314,4.997241962,-5.330012714,4.120127407,1
9.031454958,-10.61255204,-7.456640327,-5.300679845,3.268346638,-4.008991947,1.213180133,0
6.764580049,-10.44008507,-6.077717206,-3.891987793,6.863756998,-4.919510707,4.687438924,1
8.720287431,-6.967867936,-5.800344061,-8.13323409,4.444403501,-6.739286469,1.767232531,1
0.76482632,-0.741761563,-0.195471955,2.16497781,-7.871956398,-9.622469639,8.915632255,0
2.811723975,1.059793807,-1.556590407,-0.333207455,-8.097917959,-8.326782274,9.137887834,0
7.38001208,-10.18879186,-5.131730726,-2.464604963,5.779097339,-4.425991387,3.957226281,1
2.370501368,0.159989033,-0.083907382,0.21073865,-8.729275154,-10.39615013,7.850809731,0
5.976826253,-5.93741865,-3.890724705,-5.068719775,4.978536977,-3.514067685,3.694729328,1
3.743395202,2.975753835,-1.462701805,1.115556766,-6.79140468,-10.07577309,8.792445265,0
-5.488059977,-4.142027849,4.268009543,-6.197068357,1.826616658,4.649602292,7.360585216,2
3.44628342,1.411222872,0.461541166,-1.42927082,-5.781628654,-9.517513049,9.769995032,0
-5.285512625,-7.26400461,4.701459558,-6.758335232,3.223347664,5.24864195,6.129772916,2
7.08535568,-7.896715333,-7.574748358,-5.460000383,3.815480232,-5.888587751,4.533011335,1
2.550315784,2.329568146,-1.709882179,-2.045610401,-8.709279553,-8.624637028,7.877368656,0
2.619294746,1.36127296,-1.570687326,-2.185757084,-6.974222765,-11.40341561,7.009719315,0
4.889370107,-8.093000987,-5.955207205,-4.877485689,6.178396437,-6.040281106,3.508419675,1
4.448693431,0.550627517,-2.363222503,-1.323805292,-7.641479074,-10.60028204,9.177969463,0
-5.089943822,-4.046259414,4.345593036,-7.751149179,3.604663835,7.15456254,7.017787729,2
-5.663398236,-7.581335414,2.441219108,-9.446249634,3.904553823,6.031387684,4.847205617,2
2.979245381,2.393437965,-0.321007732,-1.878021396,-7.467514109,-9.995006666,11.39049714,0
2.9525461,1.758802319,-0.31301661,-0.180465735,-7.680772953,-11.16659145,6.134638886,0
-6.758311225,-6.46710482,3.629343912,-7.175544971,4.551908727,5.592593107,6.949542471,2
-5.199454766,-6.679362934,3.819913539,-7.399259838,2.10257572,7.138579526,6.17446952,2
3.859671226,-0.252466226,-1.393651564,0.304248802,-9.473743319,-9.10130591,8.685087043,0
-4.16100156,-5.065307064,2.333180717,-8.077443262,1.367071638,5.684148592,9.284838848,2
6.347033654,-7.315353961,-3.980202378,-8.02750423,5.386671214,-4.290609705,4.463439734,1
-6.002046196,-5.755607362,4.806116819,-4.799694862,1.192952979,4.186709144,6.427067049,2
7.532210057,-7.182706506,-6.856638795,-6.451286974,5.57823763,-5.711188849,2.538823432,1
-7.106543031,-5.377985659,4.399052326,-7.810489083,2.073967998,6.59917891,6.974215449,2
2.49120547,-0.67941538,-1.70794631,0.658027844,-7.401271163,-9.081327907,11.10193886,0
-2.966489121,-6.666129102,3.001945324,-7.181579634,4.755215745,4.319697879,6.409332554,2
2.067799956,1.899617603,-1.766956614,1.428576393,-7.063511009,-8.704458427,7.443818234,0
2.467568457,-0.092706676,-1.358978202,-3.16268776,-7.606199931,-8.157790964,9.566753585,0
2.913910499,0.48502872,-2.275123943,-2.243642148,-6.342539346,-9.277050662,6.87403471,0
-4.357512489,-4.807406123,4.295807727,-6.601148452,3.537204727,5.701768691,8.031537574,2
7.556001393,-8.626114793,-5.946074192,-5.143844447,5.364597755,-3.967364304,2.258599031,1
-6.588841933,-5.230451578,5.171135728,-5.605532697,3.055268717,7.245077134,6.798991476,2
4.501972419,,-0.360853245,-1.643522396,-7.980881094,-11.96031679,8.830304459,0
2.303725102,0.923514764,0.2543973,-0.096335335,-6.751729744,-9.226671532,9.533941191,0
8.397510476,-8.321462698,-6.478552492,-4.912769666,5.503508623,-3.585317295,1.984661623,1
-8.250726454,-5.642625512,6.098161602,-9.679274549,2.565148447,6.763955175,6.317872098,2
6.212685429,-7.814186634,-5.009837374,-5.31825063,4.164012411,-3.042200155,5.002023284,1
1.991814526,0.653338841,-0.02351869,-1.723471534,-7.007195759,-7.352005341,9.235952207,0
-6.781435262,-4.682674201,3.382342014,-9.039169625,-0.679585158,6.137901208,7.619628497,2
5.060875459,-10.66826465,-6.681915868,-5.066054188,3.610277567,-5.09637594,2.417237691,1
-6.802350647,-5.361596686,0.134602494,-7.078354264,3.627466727,6.235778841,8.20348606,2
2.717981657,1.066287824,1.254592571,-1.296642682,-8.824001321,-9.7796813,8.103891318,0
1.217226631,2.209917819,-2.0898879,-2.515303024,-9.431832323,-8.846041222,8.387600988,0
6.058266768,-8.576683533,-5.756270959,-5.134737719,4.410906309,-4.531036066,2.44945975,1
-6.801265286,-6.025977316,3.979023758,-9.014807896,1.890248635,4.070066689,4.977985564,2
3.58697842,-0.692467611,-1.018857415,0.328507318,-7.060667768,-8.488115867,10.0943385,0
-4.369743916,-6.850832963,4.458262868,-6.757995511,2.352700342,8.08173567,6.736319356,2
6.482355034,-8.178992113,-5.814569445,-5.187841699,3.685588269,-5.436676703,4.146885295,1
-6.970756153,-5.78121782,4.606397227,-8.402053626,2.989249118,4.416961021,7.194251522,2
-7.02451235,-7.618859763,2.09214725,-8.714166192,4.234809848,5.754546424,8.869413724,2
-6.667825044,-5.48665764,4.91900865,-7.744278974,4.442996145,4.820373462,6.175581416,2
-4.625377417,-5.951591527,4.443815011,-6.375726614,2.508281736,7.014741039,6.364513612,2
3.600140746,1.579624968,-0.582579302,1.805935235,-9.32058962,-9.140369639,6.815301102,0
6.489342597,-7.70918041,-7.887717172,-4.247713549,4.324177139,-3.349697905,1.069967542,1
-5.183198324,-4.987189265,2.049550914,-5.946663573,2.883906699,5.527126966,8.02975539,2
-8.190740054,-7.765218453,2.527167588,-7.425737656,2.05262612,7.935416269,5.538108949,2
3.851884712,1.161477278,-0.204731277,-0.308026236,-5.835135323,-11.22413501,8.911302232,0
7.852480225,-9.137750117,-5.988170742,-4.092848212,2.45178891,-5.73071951,1.247478176,1
5.635938679,-9.828807264,-5.938848338,-3.92046742,3.377551367,-4.86167293,2.152940478,1
9.586489819,-8.645963798,-7.442331218,-6.918605193,4.541251616,-1.973551711,0.828807892,1
1.644062807,2.792528345,-3.32479011,-1.624318291,-7.638036772,-10.3278899,7.676995255,0
2.994009602,2.449151554,-0.308148512,-1.138651644,-6.839620296,-9.903164149,9.119619867,0
8.384631182,-8.98096974,-6.068155264,-3.363168326,3.084466927,-5.167897864,5.286707249,1
-6.661695661,-6.189057786,5.696850518,-7.997665461,4.106109178,6.792228534,5.668689629,2
5.87866202,1.441855427,-3.202679902,-0.234977031,-9.470609445,-7.678135391,8.319997349,0
-4.603973248,-6.104073701,4.031213432,-6.851225463,2.88312462,6.600919096,6.026933477,2
7.347371719,-6.645432041,-5.036286268,-7.667839618,3.248093317,-5.451376787,5.157045848,1
-7.458092071,-5.592135447,6.448860946,-7.738581852,1.962919122,8.443549077,6.49157697,2
1.918113069,1.532753683,-2.854980907,-3.975835635,-5.842031984,-10.26328566,9.253821418,0
3.159768999,0.800532729,-0.901025822,-3.127973318,-8.343208963,-9.924549336,8.256779744,0
3.9759769,-0.049432327,-1.213601665,-1.849401566,-7.03734461,-11.07405888,10.45260509,0
-4.63417154,-6.920022587,1.981402957,-6.38555055,1.131642532,4.963634113,6.571417907,2
7.860398488,-10.27951802,-5.849752855,-6.647428797,2.420806123,-4.948837993,3.14715895,1
-8.060465307,-8.114564079,2.212864125,-7.515371349,1.861008742,4.3807859,7.162603596,2
8.050691888,-5.05478867,-6.629776001,-3.472356042,4.885116174,-6.370401678,3.435531858,1
6.227555545,-10.18306902,-4.487816119,-5.555521185,6.058179516,-3.985300096,1.474513052,1
4.852172816,1.401472898,-1.036482392,-2.367226333,-5.886684287,-10.96993451,7.463831288,0
-7.003398865,-5.670764598,2.900874027,-6.37346882,3.49975786,4.856390425,7.346679815,2
8.539027721,-8.605205336,-4.677347182,-6.373718567,4.146780428,-6.567735086,4.269158651,1
-3.799996883,-7.384747396,4.371599981,-8.354964549,3.874278145,7.578174971,6.644957774,2
-2.891446813,-5.970425418,3.150257993,-6.702375264,4.229310671,1.555025674,7.187916687,0
3.674594985,1.614123964,-1.408552079,-1.221275891,-8.146025164,-9.077423529,8.67712652,0
8.279923511,-10.91636288,-5.914107467,-5.666106504,4.844670821,-4.097191074,2.415802578,1
5.496283457,2.743631272,0.469288615,-1.062673212,-6.946476306,-11.24400457,7.231356415,0
,0.766498145,-0.906356093,-1.638171323,-9.127030948,-9.857857172,7.533085134,0
7.415348362,-8.94588158,-7.119777278,-5.287265595,5.097030451,-4.441421331,5.924880837,1
6.46390547,-10.55648448,-6.078819136,-6.367796556,3.498007994,-3.833861691,2.860884363,1
6.647050075,-8.978925475,-6.234347863,-7.920083453,4.769507972,-4.83876703,2.618853123,1
2.426573818,0.659190256,-2.060472615,-0.844965228,-7.474175789,-12.03714995,8.249454897,0
1.906773624,-0.759845245,-3.121630324,0.666291596,-7.27003864,-10.07561275,9.973442651,0
-5.909425903,-6.083156552,2.217916737,-8.772826364,3.131503427,7.912639756,8.600771857,2
5.241505721,-8.874303949,-5.578948149,-4.45437793,4.339561252,-4.990371948,1.642381489,1
7.555781366,-8.357042009,-4.289483748,-6.466753196,5.001704689,-2.769291854,2.686475781,1
7.063524747,-6.812097153,-6.383512244,-5.885584018,3.961399705,-4.362091038,1.060343041,1
7.95836791,-7.392583821,-5.837957605,-3.29751641,2.871534149,-2.839824633,2.075533648,1
4.321701372,2.826357368,-1.603868058,-2.672888871,-5.154267458,-9.803930443,7.636786846,0
8.338471942,-7.838979531,-4.999088304,-6.847417106,5.249594913,-3.178383976,2.325789438,1
-7.066657755,-7.089232379,4.563274791,-7.356587243,3.203743615,5.002924764,6.087454107,2
-7.00380477,-5.816800079,1.809031124,-7.09401513,3.819516889,7.912199084,7.973321598,2
5.931316265,-7.291052703,-4.868803117,-6.779167323,5.476576206,-3.466815556,4.445783693,1
8.192785024,-8.667961932,-4.040992285,-6.779196578,5.570956302,-4.845768298,2.556700866,1
1.026553938,1.253304411,-0.167119872,1.164217326,-7.041756044,-8.581709926,7.292267861,0
-7.361896052,-4.814827538,3.638106,-7.459180954,2.46581517,8.064256268,8.457883494,2
-6.58266473,-6.098277661,2.774188608,-4.773540638,2.42945885,4.879942184,7.655629533,2
2.127729483,0.404136571,-0.937068097,-1.366042148,-7.640218414,-8.681262512,10.57585083,0
8.272819449,-9.175125299,-5.860602528,-6.556422874,0.976369733,-2.596215721,1.927510628,1
4.713573081,-0.655473537,-1.924106977,-1.681675079,-8.836648922,-9.626333931,8.499108538,0
-5.26918691,-5.722008744,3.71188557,-8.802479554,2.178038311,6.165772812,3.71317196,2
3.158994568,1.731429187,1.70649618,-0.709149858,-7.058765259,-10.60688074,7.548514874,0
6.198995874,-8.495590802,-6.284679573,-6.538967184,2.439080365,-2.349955647,2.259552229,1
5.684927478,-7.930887377,-5.688859658,-4.511727606,3.043313055,-6.200097109,2.208937231,1
-5.701948146,-4.685863179,3.296488404,-6.246651207,1.761444364,5.356289702,7.246353385,2
2.782717873,0.688972416,-2.721764432,-1.536279286,-7.742910061,-7.858908786,9.048339929,0
-4.949154688,-7.706451708,3.100057558,-8.946760204,4.508821016,6.128487058,4.454769304,2
2.50400763,-0.073953691,0.883070921,0.239908491,-8.635153902,-9.483682794,9.239079886,0
8.46068906,-9.469080112,-7.770579637,-2.935178466,5.065000497,-5.478653379,4.704000502,1
1.704052907,0.531256022,-0.855195484,-2.733525048,-9.447257041,-9.802692347,6.171629183,0
2.292989148,0.809018237,-1.543721502,-1.710747936,-10.11508732,-9.094836453,8.050766107,0
3.057715677,1.077075452,-0.799310296,-2.811119115,-6.067492983,-9.879830193,8.417571697,0
8.121477002,-7.779831856,-5.815433263,-6.422493324,5.172841072,-7.193577346,2.187498546,1
-3.649085679,-7.880977777,3.492282542,-7.208847135,5.532304363,5.500117208,5.819128881,2
2.159697074,1.900379287,0.527718724,0.943153882,-6.436484346,-9.545879009,7.811980918,0
7.562700678,-7.59267766,-4.320861366,-4.632643036,2.786284012,-2.629898839,2.973915362,1
-5.006503635,-4.978783744,5.710528055,-7.964740541,2.427439618,6.504436623,5.819064693,2
7.362072111,-9.665799972,-5.799747885,-6.376812375,3.634538502,-4.292125778,1.739750169,1
9.617735919,-8.803938897,-5.756280923,-7.150940926,3.829420724,-3.18107189,0.621899416,1
-3.740732546,-5.663926598,6.20179769,-8.95029054,2.751524754,7.540839877,6.285067713,2
7.225710794,-8.366038066,-3.370827945,-7.901976431,2.91672803,-6.571727781,6.971902907,1
2.223541852,2.813519103,0.318137031,-0.534960939,-6.717657986,-8.660897709,7.860185751,0
-6.758658391,-5.448065942,2.165585663,-4.979040753,2.360266655,,7.572289186,2
6.619090273,-9.52882989,-6.174176803,-6.004133456,2.548384993,-5.082315773,2.419625264,1
6.407362382,-9.568351768,-6.969714671,-6.757706005,5.728662801,-6.29790274,3.126614467,1
-6.37210056,-3.719826617,1.933452366,-9.878800261,2.555328073,5.422956606,5.967386835,2
1.60069551,0.772073427,-0.311851598,-1.645931873,-6.932440706,-6.716055626,9.786948938,0
6.71820192,-8.419306639,-6.250234751,-7.417448127,4.615856169,-4.570243443,2.259225109,1
6.591028188,-9.999124176,-6.110351216,-5.703466917,3.81923843,-5.920915809,3.630087903,1
9.569819051,-7.926503928,-6.347110905,-5.834617796,3.269803486,-4.556583532,2.705545757,1
7.913081242,-9.319037211,-3.207075923,-3.972459832,6.664530174,-2.348736389,3.00648089,1
-6.98844199,-6.528248944,2.327932436,-7.521909735,2.873070279,4.729605521,6.029287062,2
2.896594423,0.877016451,-0.904187066,-0.013021542,-11.11081702,-9.012030209,8.486299185,0
2.603619539,3.08987251,0.897913722,-2.380212864,-6.766260217,-10.92751858,7.558345571,0
-5.201574834,-7.112095543,4.323720165,-5.646467407,2.252043868,5.780601828,6.949275664,2
-6.67267359,-5.973737779,1.00037754,-8.743538227,5.144597972,4.586013883,8.809324403,2
7.391010307,-7.590535719,-6.172558389,-5.728073787,3.829915251,-3.478376006,3.431080084,1
3.228955472,-0.58764442,-0.069850606,-1.312893727,-8.94480261,-10.270261,10.01960714,0
4.395780541,-0.005889666,-3.012822201,-3.903460412,-8.447405533,-11.30673989,9.234139799,0
-5.956368592,-6.006049481,4.336192468,-7.377009092,4.468932637,5.801851868,7.418980838,2
8.270340302,-10.11332779,-6.476091777,-5.667170444,4.250394308,-4.603915698,5.045799732,1
2.17285149,1.718039985,-1.143529317,-0.127642774,-8.601027148,-9.984716341,7.514682324,0
-8.233430241,-5.72855635,2.184569092,-6.675367167,4.669786395,6.625136933,6.91483218,2
3.637764641,1.755632248,2.473253053,-0.638022022,-7.3635295,-9.43488388,10.19849369,0
-7.194447935,-6.08884472,2.708321421,-8.240313114,2.134384449,5.844601116,8.266712533,2
2.507558232,0.526211991,-1.859676299,-1.298525754,-6.693065244,-8.847846034,8.164247842,0
9.177304286,-7.932417032,-4.279541403,-6.99345723,3.925704673,-5.731098582,2.142523551,1
2.420290016,-0.468562788,-2.129769544,-2.28288687,-9.181859252,-7.256023909,9.965824509,0
-3.982773274,-6.280428015,0.632228856,-7.208759504,2.305030981,5.251345151,8.145982666,2
3.853490687,-0.576397718,-0.596528755,0.217074657,-8.341736488,-8.732487036,8.939504593,0
-5.469451584,-5.477112293,1.805845449,-6.781272501,1.304257337,4.832179951,6.001740287,2
6.527219984,-7.517331936,-6.644450274,-7.476013471,3.835846869,-3.268672689,2.216555535,1
6.991728476,-9.011093965,-7.929620454,-5.960871133,3.97032224,-3.960111344,4.069903837,1
8.844776637,-10.48142547,-6.643907557,-6.775763162,3.086852778,-4.545029141,2.892617891,1
6.321508492,-8.215524594,-5.62608146,-4.57513224,4.736763505,-5.196849831,2.338834948,1
2.148479628,0.204808589,0.661740554,-0.687440873,-8.731382539,-10.84344294,8.075358869,0
-0.061042754,1.308155685,1.073319772,-1.261289917,-8.72239121,-7.974370081,7.197193163,0
6.084131924,-9.071605822,-5.767355891,-4.913053626,3.636174405,-4.120606042,5.05308654,1
9.00455844,-12.77624086,-6.59926315,-7.131560688,5.572952632,-7.429032673,2.4002733,0
-4.388500686,-4.92790054,0.257371346,-4.659744988,0.438081378,5.287265016,6.617798642,2
-6.588246607,-4.476689245,3.953104333,-8.626550033,5.058566682,6.828879354,6.591828017,2
8.282918483,-8.757179689,-6.565030052,-5.025580151,4.058296793,-3.460664945,1.127805032,1
8.071020867,-8.171858976,-7.459124654,-8.489625383,4.132752577,-3.543335798,3.117049688,1
-6.378682541,-6.351637429,1.772738641,-7.643184373,1.662898925,7.520780733,6.925611615,2
2.582426494,-0.554469374,-1.397916806,-2.098916526,-7.168115803,-10.79463404,7.605975697,0
4.378846515,2.038149189,0.551705727,-1.605823102,-6.687004124,-11.90280536,7.484964584,0
-8.571109315,-4.244764864,3.098847045,-7.924257859,2.09383503,4.429201919,7.565522051,2
1.213296343,2.895289161,0.256410518,-0.869231863,-6.29408978,-9.821765056,7.891481874,0
0.625728185,0.546361122,0.536635591,-0.736472463,-7.125923072,-10.83824118,9.380483203,0
-6.001010563,-5.91444671,4.115146503,-9.111309574,1.428669382,6.225017282,6.747813026,2
-4.966113158,-5.891875247,3.709961755,-6.55267725,2.134305203,6.939563469,5.893575767,2
4.085357235,1.117922023,-1.039296926,-1.931541374,-5.625498582,-10.03404518,5.751031903,0
4.825185617,2.620077128,-0.19538921,-0.05538223,-7.612087473,-10.91825388,9.099305163,0
7.22622153,-8.910573576,-7.026278383,-5.216855583,3.22427511,-7.086645265,3.984673649,1
-6.315015373,-5.261045619,3.558479775,-7.665651498,2.373367182,5.427160087,6.543601938,2
7.255814374,-9.509205647,-6.701167149,-4.219053746,3.519884437,-1.756010445,2.934356533,1
7.802574553,-8.097480481,-7.196011529,-6.998990743,2.897952352,-4.821824885,3.940241438,1
7.12228258,-8.840205544,-6.937054003,-6.803416454,3.5076328,-5.502629665,2.117502783,1
5.131387063,3.421564976,-1.44230426,0.347531371,-8.754406003,-10.02224414,8.21976917,0
4.94044245,2.866883419,-1.682878327,-0.962418153,-8.941357278,-9.220832558,7.975451643,0
2.720161796,1.428832305,-1.73840633,-0.975842021,-9.361655534,-7.784729049,8.378945149,0
3.524930046,0.185919695,-0.210694678,-2.230602582,-8.912031448,-9.054173249,8.228094857,0
-6.017384903,-5.449014804,4.278320308,-7.806826685,3.029061801,5.769008672,7.058117732,2
-5.585204369,-7.836584975,3.539549608,-7.185648596,3.00959209,6.111129314,5.35310047,2
2.243623751,0.820191462,-1.142091459,1.285029469,-6.147541628,-10.6648957,8.202176672,0
6.975749738,-6.14667161,-6.362074808,-6.176599964,4.614635717,-6.166850792,1.661154585,1
4.162437855,-10.28252265,-5.788212042,-6.174559507,3.589844131,-4.150279503,2.509675011,1
6.885528316,-8.667329271,-6.424316977,-4.667001047,3.992697726,-4.063744339,2.62742886,1
-5.892962222,-6.508594095,2.959693728,-6.487843532,2.261445257,5.902010175,7.767330146,2
8.237428954,-7.940203579,-8.7569242,-3.787000358,6.257529846,-4.797099068,3.671636616,1
4.231541082,0.792475513,-1.02796503,-1.469534948,-5.685640479,-10.81290501,8.810111543,0
2.869080862,1.794623494,-2.175169604,-1.445246585,-8.958246894,-9.283054023,9.933858784,0
-6.416758625,-8.376425398,3.131670189,-7.594300374,2.228155117,6.869442506,6.46241529,2
9.930820675,-7.576670905,-5.803858571,-4.106083349,4.805894556,-3.131085983,2.717297512,1
3.833785813,2.698316277,0.550588069,-1.547293448,-7.567159246,-10.51669958,8.335559459,0
7.73502317,,-7.908634772,-5.494354298,3.165642331,-6.562115843,1.653787786,1
-3.97913163,-6.163438536,2.259741239,-7.085980248,1.971896829,4.875434671,7.33338435,2
3.348700995,1.748789075,-1.60538157,-2.835333079,-9.101735621,-8.595050533,10.57983268,0
7.792971615,-7.123179469,-4.579091882,-5.86848076,1.595951661,-5.065864536,3.813089649,1
-6.552913025,-7.906186613,2.740896192,-8.074651442,0.661185474,6.585442436,7.327679597,2
9.892899568,-6.92088833,-4.974311696,-7.385207956,4.290092249,-3.871510099,3.126078683,1
1.559236653,2.318765585,-2.238432141,-0.754297547,-8.459752079,-10.22732326,10.96809125,0
6.040733547,-8.089840863,-2.94540288,-6.041960823,2.639866442,-4.217969575,2.667176611,1
2.489846606,2.548689394,-2.281061369,-1.720962978,-7.224948735,-10.74358884,7.254855565,0
-4.580541803,-6.29902054,4.269384644,-6.748045647,5.249592618,7.116265293,4.379932224,2
